NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)	SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)		43	0.7252021	1.871976	0.0	0.0025731078	0.193	1099	tags=44%, list=13%, signal=51%	
CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS%GOBP%GO:0071375	CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS%GOBP%GO:0071375		86	0.6487393	1.8706671	0.0	0.0026261236	0.197	838	tags=24%, list=10%, signal=27%	
SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE	SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE		30	0.75498617	1.8702105	0.0016051364	0.0026438667	0.201	1014	tags=37%, list=12%, signal=42%	
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559	RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559		51	0.7012655	1.8659247	0.0	0.0030506281	0.228	750	tags=31%, list=9%, signal=34%	
ANGIOPOIETIN LIKE PROTEIN 8 REGULATORY PATHWAY%WIKIPATHWAYS_20240310%WP3915%HOMO SAPIENS	ANGIOPOIETIN LIKE PROTEIN 8 REGULATORY PATHWAY%WIKIPATHWAYS_20240310%WP3915%HOMO SAPIENS		73	0.6490459	1.8657148	0.0	0.0030293544	0.229	1663	tags=41%, list=20%, signal=51%	
EPHB FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHB FORWARD SIGNALING	EPHB FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHB FORWARD SIGNALING		30	0.75350034	1.8656948	0.0016474464	0.0029971274	0.229	1081	tags=43%, list=13%, signal=50%	
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION		65	0.66257244	1.8654945	0.0	0.0029768206	0.229	1442	tags=46%, list=18%, signal=56%	
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING		27	0.7680218	1.865236	0.0	0.0029678294	0.231	1372	tags=52%, list=17%, signal=62%	
ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911	ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911		24	0.79827696	1.8639367	0.0	0.0030572768	0.24	949	tags=42%, list=12%, signal=47%	
E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES	E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES		15	0.886652	1.8628372	0.0	0.0031773522	0.251	407	tags=40%, list=5%, signal=42%	
GPCR DOWNSTREAM SIGNALLING%REACTOME DATABASE ID RELEASE 81%388396	GPCR DOWNSTREAM SIGNALLING%REACTOME DATABASE ID RELEASE 81%388396		181	0.5970252	1.8620318	0.0	0.0032089967	0.254	1569	tags=33%, list=19%, signal=40%	
EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY	EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY		28	0.7747041	1.8615152	0.0	0.0031977932	0.256	1014	tags=43%, list=12%, signal=49%	
STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION	STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION		26	0.78127426	1.8604946	0.0	0.0032180818	0.261	1321	tags=50%, list=16%, signal=59%	
EGF RECEPTOR (ERBB1) SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EGF RECEPTOR (ERBB1) SIGNALING PATHWAY	EGF RECEPTOR (ERBB1) SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EGF RECEPTOR (ERBB1) SIGNALING PATHWAY		31	0.7647824	1.8592098	0.0	0.0032488687	0.265	1372	tags=45%, list=17%, signal=54%	
PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1990778	PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1990778		108	0.6209651	1.8557452	0.0	0.0034638166	0.283	1160	tags=29%, list=14%, signal=33%	
CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216	CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216		46	0.70201623	1.8551905	0.0	0.0034407256	0.283	1049	tags=35%, list=13%, signal=40%	
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME DATABASE ID RELEASE 81%112315	TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME DATABASE ID RELEASE 81%112315		77	0.65047175	1.85516	0.0	0.0034180672	0.283	1375	tags=32%, list=17%, signal=39%	
HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GQ ALPHA AND GO ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00027	HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GQ ALPHA AND GO ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00027		34	0.7492145	1.8544691	0.0	0.0034354255	0.286	717	tags=24%, list=9%, signal=26%	
KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP304%HOMO SAPIENS	KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP304%HOMO SAPIENS		40	0.71714175	1.8533483	0.0	0.0035022958	0.294	1099	tags=48%, list=13%, signal=55%	
HISTAMINE H1 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04385	HISTAMINE H1 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04385		25	0.77839106	1.8526016	0.0	0.0035285149	0.299	461	tags=20%, list=6%, signal=21%	
CELL-MATRIX ADHESION%GOBP%GO:0007160	CELL-MATRIX ADHESION%GOBP%GO:0007160		43	0.69536716	1.8523722	0.0	0.0035255407	0.3	1157	tags=40%, list=14%, signal=46%	
RAC1 PAK1 P38 MMP2 PATHWAY%WIKIPATHWAYS_20240310%WP3303%HOMO SAPIENS	RAC1 PAK1 P38 MMP2 PATHWAY%WIKIPATHWAYS_20240310%WP3303%HOMO SAPIENS		38	0.72579473	1.8484775	0.0015408321	0.0037432378	0.317	1014	tags=34%, list=12%, signal=39%	
SYNAPTIC VESICLE RECYCLING%GOBP%GO:0036465	SYNAPTIC VESICLE RECYCLING%GOBP%GO:0036465		29	0.7591796	1.8467354	0.0	0.0037857615	0.324	263	tags=17%, list=3%, signal=18%	
PHOSPHORYLATION%GOBP%GO:0016310	PHOSPHORYLATION%GOBP%GO:0016310		280	0.5637338	1.8464736	0.0	0.0037519606	0.324	1241	tags=28%, list=15%, signal=32%	
REGULATION OF ACTIN CYTOSKELETON%WIKIPATHWAYS_20240310%WP51%HOMO SAPIENS	REGULATION OF ACTIN CYTOSKELETON%WIKIPATHWAYS_20240310%WP51%HOMO SAPIENS		57	0.67462736	1.8448161	0.0	0.003802791	0.331	1442	tags=39%, list=18%, signal=47%	
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 81%6794362	PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 81%6794362		26	0.7768909	1.8444891	0.0	0.0037968415	0.332	1069	tags=42%, list=13%, signal=49%	
G-PROTEIN MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 81%112040	G-PROTEIN MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 81%112040		33	0.7391854	1.8436996	0.0	0.0037912512	0.333	392	tags=24%, list=5%, signal=25%	
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS		62	0.66862917	1.8433114	0.0	0.0038225404	0.337	1320	tags=40%, list=16%, signal=48%	
PID_LYSOPHOSPHOLIPID_PATHWAY%MSIGDB_C2%PID_LYSOPHOSPHOLIPID_PATHWAY	PID_LYSOPHOSPHOLIPID_PATHWAY%MSIGDB_C2%PID_LYSOPHOSPHOLIPID_PATHWAY		28	0.7642137	1.8430166	0.0	0.0038168156	0.339	586	tags=32%, list=7%, signal=35%	
MAPK CASCADE%WIKIPATHWAYS_20240310%WP422%HOMO SAPIENS	MAPK CASCADE%WIKIPATHWAYS_20240310%WP422%HOMO SAPIENS		26	0.7771251	1.8429731	0.0	0.0037844696	0.339	1014	tags=50%, list=12%, signal=57%	
OXYTOCIN RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04391	OXYTOCIN RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04391		23	0.7879264	1.8382196	0.0033955858	0.0042409897	0.376	461	tags=22%, list=6%, signal=23%	
REGULATION OF INSULIN SECRETION%REACTOME DATABASE ID RELEASE 81%422356	REGULATION OF INSULIN SECRETION%REACTOME DATABASE ID RELEASE 81%422356		37	0.7143502	1.8379939	0.0	0.0042145196	0.376	1229	tags=35%, list=15%, signal=41%	
RAS SIGNALING%WIKIPATHWAYS_20240310%WP4223%HOMO SAPIENS	RAS SIGNALING%WIKIPATHWAYS_20240310%WP4223%HOMO SAPIENS		73	0.6432515	1.8359724	0.0	0.0043629874	0.386	1020	tags=26%, list=12%, signal=29%	
NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE	NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE		19	0.80752456	1.8338317	0.0	0.0045789354	0.405	1072	tags=47%, list=13%, signal=54%	
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY%MSIGDB_C2%PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY%MSIGDB_C2%PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY		26	0.7682555	1.8332424	0.0	0.0045932094	0.41	656	tags=27%, list=8%, signal=29%	
AMIODARONE ACTION PATHWAY%PATHWHIZ%PW000642	AMIODARONE ACTION PATHWAY%PATHWHIZ%PW000642		21	0.795517	1.8322371	0.0016750419	0.0046413816	0.417	1229	tags=62%, list=15%, signal=73%	
EPH-EPHRIN SIGNALING%REACTOME DATABASE ID RELEASE 81%2682334	EPH-EPHRIN SIGNALING%REACTOME DATABASE ID RELEASE 81%2682334		56	0.6627749	1.8319422	0.0	0.0046127285	0.417	1088	tags=25%, list=13%, signal=29%	
INTRACELLULAR SIGNALLING THROUGH ADENOSINE RECEPTOR A2B AND ADENOSINE%SMPDB%SMP0000321	INTRACELLULAR SIGNALLING THROUGH ADENOSINE RECEPTOR A2B AND ADENOSINE%SMPDB%SMP0000321		29	0.75603193	1.831604	0.0	0.004584498	0.418	242	tags=17%, list=3%, signal=18%	
REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878		107	0.61655027	1.8313187	0.0	0.004606588	0.423	1708	tags=46%, list=21%, signal=57%	
5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374	5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374		24	0.7791798	1.829096	0.0	0.0047849375	0.437	461	tags=21%, list=6%, signal=22%	
ACTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0030036	ACTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0030036		247	0.56598574	1.8290683	0.0	0.0047478448	0.437	1239	tags=30%, list=15%, signal=34%	
THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME DATABASE ID RELEASE 81%456926	THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME DATABASE ID RELEASE 81%456926		20	0.8099632	1.8257476	0.0	0.0051347283	0.465	461	tags=35%, list=6%, signal=37%	
ACTOMYOSIN STRUCTURE ORGANIZATION%GOBP%GO:0031032	ACTOMYOSIN STRUCTURE ORGANIZATION%GOBP%GO:0031032		41	0.6920615	1.8214202	0.0	0.0054671853	0.486	949	tags=39%, list=12%, signal=44%	
TBC RABGAPS%REACTOME%R-HSA-8854214.2	TBC RABGAPS%REACTOME%R-HSA-8854214.2		34	0.7255895	1.8208663	0.0	0.005505676	0.492	1675	tags=50%, list=20%, signal=63%	
ACTIN FILAMENT-BASED PROCESS%GOBP%GO:0030029	ACTIN FILAMENT-BASED PROCESS%GOBP%GO:0030029		265	0.5539707	1.8204564	0.0	0.0054961713	0.493	1239	tags=29%, list=15%, signal=34%	
PLC BETA MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 81%112043	PLC BETA MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 81%112043		30	0.73652166	1.8201258	0.0	0.005502497	0.496	1229	tags=40%, list=15%, signal=47%	
REGULATION OF PLATELET ACTIVATION%GOBP%GO:0010543	REGULATION OF PLATELET ACTIVATION%GOBP%GO:0010543		31	0.7458005	1.8197056	0.0	0.0055010323	0.5	814	tags=35%, list=10%, signal=39%	
GPER1 SIGNALING%REACTOME DATABASE ID RELEASE 81%9634597	GPER1 SIGNALING%REACTOME DATABASE ID RELEASE 81%9634597		26	0.77747947	1.8191342	0.0	0.005514967	0.505	516	tags=31%, list=6%, signal=33%	
INTRACELLULAR SIGNALLING THROUGH ADENOSINE RECEPTOR A2A AND ADENOSINE%SMPDB%SMP0000320	INTRACELLULAR SIGNALLING THROUGH ADENOSINE RECEPTOR A2A AND ADENOSINE%SMPDB%SMP0000320		28	0.7630659	1.8182698	0.0	0.0056213024	0.517	242	tags=18%, list=3%, signal=18%	
EPHRIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048013	EPHRIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048013		15	0.8488787	1.8180494	0.0	0.0056189434	0.519	721	tags=53%, list=9%, signal=58%	
BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY	BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY		25	0.7729763	1.8168037	0.0	0.0057377145	0.529	864	tags=36%, list=11%, signal=40%	
REGULATION OF SYSTEM PROCESS%GOBP%GO:0044057	REGULATION OF SYSTEM PROCESS%GOBP%GO:0044057		111	0.606765	1.8132992	0.0	0.0061864704	0.553	1312	tags=34%, list=16%, signal=40%	
CELLULAR RESPONSE TO ORGANONITROGEN COMPOUND%GOBP%GO:0071417	CELLULAR RESPONSE TO ORGANONITROGEN COMPOUND%GOBP%GO:0071417		181	0.5731513	1.8128295	0.0	0.006210504	0.558	664	tags=17%, list=8%, signal=18%	
LEPTIN SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP2034%HOMO SAPIENS	LEPTIN SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP2034%HOMO SAPIENS		51	0.67923856	1.811178	0.0	0.0064571686	0.578	1014	tags=37%, list=12%, signal=42%	
CHEMOKINE SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP3929%HOMO SAPIENS	CHEMOKINE SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP3929%HOMO SAPIENS		81	0.6327899	1.8098302	0.0	0.0065743257	0.585	1015	tags=28%, list=12%, signal=32%	
ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME DATABASE ID RELEASE 81%9660821	ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME DATABASE ID RELEASE 81%9660821		25	0.7607835	1.8098092	0.0	0.006528671	0.585	516	tags=28%, list=6%, signal=30%	
CELLULAR RESPONSE TO DOPAMINE%GOBP%GO:1903351	CELLULAR RESPONSE TO DOPAMINE%GOBP%GO:1903351		15	0.8405033	1.8087171	0.0017513135	0.006607342	0.592	586	tags=47%, list=7%, signal=50%	
SIGNALING BY RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006934.8	SIGNALING BY RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006934.8		290	0.5563339	1.8076043	0.0	0.00669184	0.599	1157	tags=27%, list=14%, signal=31%	
SYNAPTIC VESICLE CYCLE%GOBP%GO:0099504	SYNAPTIC VESICLE CYCLE%GOBP%GO:0099504		40	0.6941827	1.80706	0.0	0.006739711	0.607	967	tags=23%, list=12%, signal=25%	
ONCOGENIC MAPK SIGNALING%REACTOME%R-HSA-6802957.9	ONCOGENIC MAPK SIGNALING%REACTOME%R-HSA-6802957.9		56	0.6658139	1.8069277	0.0	0.0067156837	0.608	1093	tags=45%, list=13%, signal=51%	
BIOCARTA_AT1R_PATHWAY%MSIGDB_C2%BIOCARTA_AT1R_PATHWAY	BIOCARTA_AT1R_PATHWAY%MSIGDB_C2%BIOCARTA_AT1R_PATHWAY		19	0.7984629	1.8068861	0.0	0.0066776606	0.608	1014	tags=42%, list=12%, signal=48%	
RESPONSE TO MONOAMINE%GOBP%GO:0071867	RESPONSE TO MONOAMINE%GOBP%GO:0071867		15	0.8405033	1.8056065	0.0018382353	0.006921504	0.62	586	tags=47%, list=7%, signal=50%	
CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150115	CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150115		15	0.83947366	1.8055719	0.0	0.0068756663	0.62	332	tags=33%, list=4%, signal=35%	
RESPONSE TO CATECHOLAMINE%GOBP%GO:0071869	RESPONSE TO CATECHOLAMINE%GOBP%GO:0071869		15	0.8405033	1.8049484	0.0	0.0069420654	0.626	586	tags=47%, list=7%, signal=50%	
RANKL RANK SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP2018%HOMO SAPIENS	RANKL RANK SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP2018%HOMO SAPIENS		34	0.7151681	1.8037816	0.0	0.007096471	0.634	832	tags=35%, list=10%, signal=39%	
ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS	ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS		33	0.7139236	1.8014148	0.0	0.0073389187	0.647	1072	tags=42%, list=13%, signal=49%	
ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015	ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015		135	0.5868182	1.800654	0.0	0.007427843	0.655	949	tags=27%, list=12%, signal=30%	
RESPONSE TO PEPTIDE HORMONE%GOBP%GO:0043434	RESPONSE TO PEPTIDE HORMONE%GOBP%GO:0043434		107	0.6053092	1.8001106	0.0	0.0074413815	0.661	838	tags=21%, list=10%, signal=24%	
MUSCARINIC ACETYLCHOLINE RECEPTOR 1 AND 3 SIGNALING PATHWAY%PANTHER PATHWAY%P00042	MUSCARINIC ACETYLCHOLINE RECEPTOR 1 AND 3 SIGNALING PATHWAY%PANTHER PATHWAY%P00042		21	0.78857	1.8000761	0.0	0.0074007893	0.662	461	tags=24%, list=6%, signal=25%	
SIGNALING BY FGFR1 IN DISEASE%REACTOME%R-HSA-5655302.4	SIGNALING BY FGFR1 IN DISEASE%REACTOME%R-HSA-5655302.4		23	0.7661164	1.7997853	0.0	0.007401139	0.665	656	tags=26%, list=8%, signal=28%	
CELL-SUBSTRATE ADHESION%GOBP%GO:0031589	CELL-SUBSTRATE ADHESION%GOBP%GO:0031589		56	0.6643366	1.7996291	0.0	0.007401061	0.668	1157	tags=36%, list=14%, signal=41%	
REGULATION OF FOCAL ADHESION ASSEMBLY%GOBP%GO:0051893	REGULATION OF FOCAL ADHESION ASSEMBLY%GOBP%GO:0051893		31	0.71628046	1.7977982	0.0	0.007619002	0.682	1501	tags=55%, list=18%, signal=67%	
GLYCEROPHOSPHOLIPID BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 81%1483206	GLYCEROPHOSPHOLIPID BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 81%1483206		69	0.64322823	1.797439	0.0014025245	0.007624289	0.685	987	tags=29%, list=12%, signal=33%	
INTRACELLULAR SIGNALING CASSETTE%GOBP%GO:0141124	INTRACELLULAR SIGNALING CASSETTE%GOBP%GO:0141124		307	0.54518425	1.7966468	0.0	0.0076683844	0.689	1401	tags=30%, list=17%, signal=35%	
PID_RAC1_PATHWAY%MSIGDB_C2%PID_RAC1_PATHWAY	PID_RAC1_PATHWAY%MSIGDB_C2%PID_RAC1_PATHWAY		37	0.69608796	1.7965136	0.0	0.0076539256	0.69	971	tags=30%, list=12%, signal=34%	
PROTEIN POLYUBIQUITINATION%GOBP%GO:0000209	PROTEIN POLYUBIQUITINATION%GOBP%GO:0000209		152	0.5824596	1.7963872	0.0	0.007639565	0.69	1166	tags=26%, list=14%, signal=30%	
ERBB SIGNALING PATHWAY%GOBP%GO:0038127	ERBB SIGNALING PATHWAY%GOBP%GO:0038127		26	0.743154	1.7962695	0.0016722408	0.007618815	0.692	1149	tags=38%, list=14%, signal=45%	
INSULIN PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INSULIN PATHWAY	INSULIN PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INSULIN PATHWAY		38	0.70596	1.7962464	0.0016313214	0.0075729187	0.692	1077	tags=26%, list=13%, signal=30%	
MAPK CASCADE%GOBP%GO:0000165	MAPK CASCADE%GOBP%GO:0000165		69	0.6431769	1.7956588	0.0	0.0076160054	0.698	1160	tags=36%, list=14%, signal=42%	
PID_EPHRINB_REV_PATHWAY%MSIGDB_C2%PID_EPHRINB_REV_PATHWAY	PID_EPHRINB_REV_PATHWAY%MSIGDB_C2%PID_EPHRINB_REV_PATHWAY		16	0.85198563	1.795315	0.0	0.007652368	0.699	911	tags=56%, list=11%, signal=63%	
TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY%GOBP%GO:0007169	TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY%GOBP%GO:0007169		140	0.57810956	1.7934374	0.0	0.007857088	0.71	1168	tags=29%, list=14%, signal=34%	
BRAIN DERIVED NEUROTROPHIC FACTOR BDNF SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP2380%HOMO SAPIENS	BRAIN DERIVED NEUROTROPHIC FACTOR BDNF SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP2380%HOMO SAPIENS		73	0.6377415	1.7928721	0.0	0.007916614	0.716	1014	tags=32%, list=12%, signal=36%	
PID_PTP1B_PATHWAY%MSIGDB_C2%PID_PTP1B_PATHWAY	PID_PTP1B_PATHWAY%MSIGDB_C2%PID_PTP1B_PATHWAY		25	0.7671515	1.7926952	0.0	0.007901144	0.716	1149	tags=44%, list=14%, signal=51%	
MET IN TYPE 1 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20240310%WP4205%HOMO SAPIENS	MET IN TYPE 1 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20240310%WP4205%HOMO SAPIENS		35	0.7015626	1.7922143	0.0	0.007953368	0.721	1014	tags=49%, list=12%, signal=55%	
RHO GTPASES ACTIVATE PAKS%REACTOME DATABASE ID RELEASE 81%5627123	RHO GTPASES ACTIVATE PAKS%REACTOME DATABASE ID RELEASE 81%5627123		16	0.8319166	1.7913555	0.0	0.00804139	0.728	362	tags=31%, list=4%, signal=33%	
REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109	REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109		31	0.71628046	1.7910701	0.0	0.008025364	0.729	1501	tags=55%, list=18%, signal=67%	
CELLULAR RESPONSE TO ENDOGENOUS STIMULUS%GOBP%GO:0071495	CELLULAR RESPONSE TO ENDOGENOUS STIMULUS%GOBP%GO:0071495		354	0.5415493	1.7907017	0.0	0.008051662	0.732	1049	tags=21%, list=13%, signal=23%	
IMPORT INTO CELL%GOBP%GO:0098657	IMPORT INTO CELL%GOBP%GO:0098657		255	0.5563982	1.7905349	0.0	0.008047735	0.732	1197	tags=26%, list=15%, signal=29%	
P75(NTR)-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P75(NTR)-MEDIATED SIGNALING	P75(NTR)-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P75(NTR)-MEDIATED SIGNALING		45	0.6827719	1.7904164	0.0	0.008014187	0.732	264	tags=16%, list=3%, signal=16%	
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20240310%WP313%HOMO SAPIENS	HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20240310%WP313%HOMO SAPIENS		24	0.751001	1.789783	0.0	0.008058308	0.736	1014	tags=50%, list=12%, signal=57%	
RESPONSE TO DOPAMINE%GOBP%GO:1903350	RESPONSE TO DOPAMINE%GOBP%GO:1903350		15	0.8405033	1.7897186	0.0019157088	0.008013289	0.736	586	tags=47%, list=7%, signal=50%	
PID_EPHB_FWD_PATHWAY%MSIGDB_C2%PID_EPHB_FWD_PATHWAY	PID_EPHB_FWD_PATHWAY%MSIGDB_C2%PID_EPHB_FWD_PATHWAY		24	0.75058913	1.7874312	0.0016393443	0.008303414	0.748	1081	tags=42%, list=13%, signal=48%	
