NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.5	MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.5		45	-0.69472873	-2.060859	0.0	1.7824928E-5	0.002	1740	tags=62%, list=21%, signal=79%	
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%R-HSA-69563.5	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%R-HSA-69563.5		50	-0.6898998	-2.0570414	0.0	2.6240337E-5	0.003	1422	tags=58%, list=17%, signal=70%	
AEROBIC RESPIRATION%GOBP%GO:0009060	AEROBIC RESPIRATION%GOBP%GO:0009060		79	-0.63269097	-2.0557184	0.0	2.5985577E-5	0.003	1462	tags=42%, list=18%, signal=50%	
CELLULAR RESPIRATION%GOBP%GO:0045333	CELLULAR RESPIRATION%GOBP%GO:0045333		88	-0.60918415	-2.055272	0.0	3.4507753E-5	0.004	1462	tags=41%, list=18%, signal=49%	
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%R-HSA-69610.6	P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%R-HSA-69610.6		42	-0.6982338	-2.053119	0.0	3.417911E-5	0.004	1422	tags=62%, list=17%, signal=75%	
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904		62	-0.65470886	-2.0527713	0.0	3.3856664E-5	0.004	1675	tags=50%, list=20%, signal=62%	
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.5	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.5		42	-0.6982338	-2.0522265	0.0	3.3540247E-5	0.004	1422	tags=62%, list=17%, signal=75%	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1		135	-0.57311136	-2.051331	0.0	4.1511747E-5	0.005	917	tags=31%, list=11%, signal=34%	
ER-PHAGOSOME PATHWAY%REACTOME DATABASE ID RELEASE 81%1236974	ER-PHAGOSOME PATHWAY%REACTOME DATABASE ID RELEASE 81%1236974		70	-0.6255956	-2.050911	0.0	4.1130905E-5	0.005	1422	tags=44%, list=17%, signal=53%	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 81%450408	AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 81%450408		45	-0.6731392	-2.0503135	0.0	4.075699E-5	0.005	1422	tags=58%, list=17%, signal=70%	
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5		60	-0.65719926	-2.0467293	0.0	4.8401056E-5	0.006	1422	tags=52%, list=17%, signal=62%	
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.4	CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.4		58	-0.64660656	-2.0447981	0.0	5.601282E-5	0.007	1422	tags=52%, list=17%, signal=62%	
PROTEIN-RNA COMPLEX ASSEMBLY%GOBP%GO:0022618	PROTEIN-RNA COMPLEX ASSEMBLY%GOBP%GO:0022618		145	-0.57100713	-2.04383	0.0	5.5517135E-5	0.007	1087	tags=41%, list=13%, signal=47%	
AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646	AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646		53	-0.67230844	-2.040729	0.0	6.2886545E-5	0.008	1462	tags=47%, list=18%, signal=57%	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176814.5	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176814.5		60	-0.65719926	-2.0285287	0.0	8.592996E-5	0.011	1422	tags=52%, list=17%, signal=62%	
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME DATABASE ID RELEASE 81%75815	UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME DATABASE ID RELEASE 81%75815		43	-0.6785835	-2.0262477	0.0	1.004514E-4	0.013	1422	tags=60%, list=17%, signal=73%	
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 81%69613	P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 81%69613		42	-0.6982338	-2.024445	0.0	9.9592835E-5	0.013	1422	tags=62%, list=17%, signal=75%	
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%R-HSA-176408.6	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%R-HSA-176408.6		64	-0.63171667	-2.0229247	0.0	9.874883E-5	0.013	1422	tags=48%, list=17%, signal=58%	
RIBOSOMAL SMALL SUBUNIT ASSEMBLY%GOBP%GO:0000028	RIBOSOMAL SMALL SUBUNIT ASSEMBLY%GOBP%GO:0000028		15	-0.8671253	-2.0204995	0.0	9.791901E-5	0.013	828	tags=80%, list=10%, signal=89%	
THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME DATABASE ID RELEASE 81%8852276	THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME DATABASE ID RELEASE 81%8852276		48	-0.6785609	-2.0200276	0.0	9.710302E-5	0.013	1422	tags=58%, list=17%, signal=70%	
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.6	AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.6		56	-0.653697	-2.0183933	0.0	1.0350046E-4	0.014	1422	tags=54%, list=17%, signal=64%	
ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME DATABASE ID RELEASE 81%4608870	ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME DATABASE ID RELEASE 81%4608870		43	-0.69165933	-2.0182755	0.0	1.026521E-4	0.014	1422	tags=60%, list=17%, signal=73%	
ORC1 REMOVAL FROM CHROMATIN%REACTOME%R-HSA-68949.5	ORC1 REMOVAL FROM CHROMATIN%REACTOME%R-HSA-68949.5		54	-0.65474087	-2.01824	0.0	1.01817524E-4	0.014	1422	tags=50%, list=17%, signal=60%	
REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 81%169911	REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 81%169911		45	-0.6828386	-2.017969	0.0	1.0099642E-4	0.014	1422	tags=58%, list=17%, signal=70%	
SARS-COV-2-HOST INTERACTIONS%REACTOME DATABASE ID RELEASE 81%9705683	SARS-COV-2-HOST INTERACTIONS%REACTOME DATABASE ID RELEASE 81%9705683		142	-0.55593437	-2.0151324	0.0	1.0719355E-4	0.015	1201	tags=37%, list=15%, signal=43%	
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.5	SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.5		45	-0.67556846	-2.0141118	0.0	1.06342806E-4	0.015	1422	tags=58%, list=17%, signal=70%	
PROTEIN-RNA COMPLEX ORGANIZATION%GOBP%GO:0071826	PROTEIN-RNA COMPLEX ORGANIZATION%GOBP%GO:0071826		153	-0.55369604	-2.0094917	0.0	1.3407969E-4	0.019	995	tags=39%, list=12%, signal=43%	
SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 81%69239	SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 81%69239		91	-0.59997517	-2.0067217	0.0	1.399126E-4	0.02	1457	tags=43%, list=18%, signal=52%	
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 81%187577	SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 81%187577		46	-0.6633133	-2.0044475	0.0	1.5261646E-4	0.022	1422	tags=57%, list=17%, signal=68%	
SOMITOGENESIS%REACTOME%R-HSA-9824272.2	SOMITOGENESIS%REACTOME%R-HSA-9824272.2		39	-0.6896748	-2.0012305	0.0	1.582301E-4	0.023	1422	tags=64%, list=17%, signal=77%	
ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900	ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900		67	-0.623133	-2.0010965	0.0	1.5702225E-4	0.023	1462	tags=43%, list=18%, signal=52%	
DNA REPLICATION%REACTOME DATABASE ID RELEASE 81%69306	DNA REPLICATION%REACTOME DATABASE ID RELEASE 81%69306		95	-0.59299415	-1.995674	0.0	1.7642126E-4	0.026	1457	tags=42%, list=18%, signal=51%	
GSK3B AND BTRC:CUL1-MEDIATED-DEGRADATION OF NFE2L2%REACTOME%R-HSA-9762114.3	GSK3B AND BTRC:CUL1-MEDIATED-DEGRADATION OF NFE2L2%REACTOME%R-HSA-9762114.3		46	-0.66735584	-1.9885505	0.0	2.1566961E-4	0.032	1422	tags=57%, list=17%, signal=68%	
CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-1234174.5	CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-1234174.5		56	-0.629017	-1.9846183	0.0	2.1406013E-4	0.032	1422	tags=50%, list=17%, signal=60%	
GLI3 IS PROCESSED TO GLI3R BY THE PROTEASOME%REACTOME%R-HSA-5610785.2	GLI3 IS PROCESSED TO GLI3R BY THE PROTEASOME%REACTOME%R-HSA-5610785.2		50	-0.6592197	-1.9845241	0.0	2.1247451E-4	0.032	1422	tags=52%, list=17%, signal=63%	
DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 81%5610783	DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 81%5610783		50	-0.6592197	-1.983848	0.0	2.109122E-4	0.032	1422	tags=52%, list=17%, signal=63%	
AXON GUIDANCE%REACTOME DATABASE ID RELEASE 81%422475	AXON GUIDANCE%REACTOME DATABASE ID RELEASE 81%422475		300	-0.50503236	-1.979122	0.0	2.8117935E-4	0.043	742	tags=31%, list=9%, signal=33%	
TNFR2 NON-CANONICAL NF-KB PATHWAY%REACTOME%R-HSA-5668541.5	TNFR2 NON-CANONICAL NF-KB PATHWAY%REACTOME%R-HSA-5668541.5		63	-0.62483895	-1.9772851	0.0	2.9194745E-4	0.045	1422	tags=46%, list=17%, signal=55%	
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.6	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.6		71	-0.614111	-1.9769379	0.0	2.898471E-4	0.045	1422	tags=45%, list=17%, signal=54%	
ANTIMICROBIAL HUMORAL RESPONSE%GOBP%GO:0019730	ANTIMICROBIAL HUMORAL RESPONSE%GOBP%GO:0019730		33	-0.7017137	-1.9747921	0.0	3.0660522E-4	0.048	672	tags=42%, list=8%, signal=46%	
DEGRADATION OF DVL%REACTOME DATABASE ID RELEASE 81%4641258	DEGRADATION OF DVL%REACTOME DATABASE ID RELEASE 81%4641258		45	-0.6560655	-1.9720333	0.0	3.2971895E-4	0.052	1422	tags=58%, list=17%, signal=70%	
FORMATION OF PARAXIAL MESODERM%REACTOME%R-HSA-9793380.5	FORMATION OF PARAXIAL MESODERM%REACTOME%R-HSA-9793380.5		45	-0.65954405	-1.9712129	0.0	3.3375825E-4	0.053	1422	tags=58%, list=17%, signal=70%	
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68867.10	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68867.10		69	-0.61110187	-1.9709399	0.0	3.3142426E-4	0.053	1422	tags=46%, list=17%, signal=56%	
PRE-MRNA SPLICING%REACTOME DATABASE ID RELEASE 81%72163	PRE-MRNA SPLICING%REACTOME DATABASE ID RELEASE 81%72163		181	-0.52083457	-1.9607424	0.0	3.9792588E-4	0.064	1193	tags=38%, list=15%, signal=43%	
HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959	HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959		60	-0.6307516	-1.9588904	0.0	4.3170532E-4	0.07	841	tags=37%, list=10%, signal=41%	
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME DATABASE ID RELEASE 81%174143	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME DATABASE ID RELEASE 81%174143		68	-0.6105966	-1.9582744	0.0	4.2874846E-4	0.07	1422	tags=46%, list=17%, signal=55%	
DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%R-HSA-429914.4	DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%R-HSA-429914.4		45	-0.65112334	-1.9573714	0.0	4.258318E-4	0.07	1705	tags=44%, list=21%, signal=56%	
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%R-HSA-174178.5	APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%R-HSA-174178.5		60	-0.6340726	-1.9442474	0.0	5.4972793E-4	0.088	1422	tags=50%, list=17%, signal=60%	
REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 81%453276	REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 81%453276		68	-0.6105966	-1.9441693	0.0	5.460385E-4	0.088	1422	tags=46%, list=17%, signal=55%	
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%R-HSA-1234176.5	OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%R-HSA-1234176.5		51	-0.6492832	-1.9427676	0.0	5.6043535E-4	0.091	1422	tags=53%, list=17%, signal=64%	
NERVOUS SYSTEM DEVELOPMENT%REACTOME DATABASE ID RELEASE 81%9675108	NERVOUS SYSTEM DEVELOPMENT%REACTOME DATABASE ID RELEASE 81%9675108		307	-0.49331814	-1.937123	0.0	5.867475E-4	0.096	742	tags=30%, list=9%, signal=32%	
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%R-HSA-1236978.3	CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%R-HSA-1236978.3		37	-0.6808874	-1.9358996	0.0	6.006895E-4	0.099	1422	tags=62%, list=17%, signal=75%	
COMPLEX I BIOGENESIS%REACTOME%R-HSA-6799198.3	COMPLEX I BIOGENESIS%REACTOME%R-HSA-6799198.3		42	-0.66222787	-1.927198	0.0	7.019717E-4	0.113	1503	tags=48%, list=18%, signal=58%	
DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5607761.3	DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5607761.3		51	-0.62691003	-1.926842	0.0	7.032674E-4	0.114	1422	tags=53%, list=17%, signal=64%	
HH MUTANTS ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 81%5362768	HH MUTANTS ARE DEGRADED BY ERAD%REACTOME DATABASE ID RELEASE 81%5362768		46	-0.635795	-1.9240773	0.0	7.274186E-4	0.118	1422	tags=59%, list=17%, signal=71%	
TRNA PROCESSING%REACTOME%R-HSA-72306.8	TRNA PROCESSING%REACTOME%R-HSA-72306.8		70	-0.5821005	-1.9210149	0.0	7.9129E-4	0.129	2565	tags=63%, list=31%, signal=91%	
MRNA SPLICING%REACTOME DATABASE ID RELEASE 81%72172	MRNA SPLICING%REACTOME DATABASE ID RELEASE 81%72172		189	-0.5167817	-1.9150304	0.0	8.894498E-4	0.143	1593	tags=44%, list=19%, signal=53%	
NADH DEHYDROGENASE COMPLEX ASSEMBLY%GOBP%GO:0010257	NADH DEHYDROGENASE COMPLEX ASSEMBLY%GOBP%GO:0010257		44	-0.6342207	-1.9092655	0.0	0.0010363174	0.164	1448	tags=48%, list=18%, signal=58%	
NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 81%5676590	NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME DATABASE ID RELEASE 81%5676590		50	-0.6298065	-1.907813	0.0	0.0010409696	0.166	1422	tags=54%, list=17%, signal=65%	
MATURATION OF 5.8S RRNA%GOBP%GO:0000460	MATURATION OF 5.8S RRNA%GOBP%GO:0000460		26	-0.7278033	-1.9074714	0.0	0.0010401239	0.167	638	tags=46%, list=8%, signal=50%	
PROCESSING OF CAPPED INTRON-CONTAINING PRE-MRNA%REACTOME DATABASE ID RELEASE 81%72203	PROCESSING OF CAPPED INTRON-CONTAINING PRE-MRNA%REACTOME DATABASE ID RELEASE 81%72203		243	-0.49391425	-1.8993964	0.0	0.0011844875	0.187	1780	tags=44%, list=22%, signal=54%	
SPLICEOSOMAL SNRNP ASSEMBLY%GOBP%GO:0000387	SPLICEOSOMAL SNRNP ASSEMBLY%GOBP%GO:0000387		32	-0.68493843	-1.8934927	0.0026041667	0.0013047045	0.206	1193	tags=44%, list=15%, signal=51%	
MATURATION OF LSU-RRNA%GOBP%GO:0000470	MATURATION OF LSU-RRNA%GOBP%GO:0000470		21	-0.7601941	-1.890649	0.0	0.0013679859	0.216	1629	tags=81%, list=20%, signal=101%	
HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 81%5387390	HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 81%5387390		46	-0.635795	-1.8866688	0.0	0.0014853225	0.231	1422	tags=59%, list=17%, signal=71%	
SNRNP ASSEMBLY%REACTOME DATABASE ID RELEASE 81%191859	SNRNP ASSEMBLY%REACTOME DATABASE ID RELEASE 81%191859		42	-0.6275191	-1.8862197	0.0026595744	0.0014872015	0.232	2264	tags=62%, list=28%, signal=85%	
PROTON MOTIVE FORCE-DRIVEN MITOCHONDRIAL ATP SYNTHESIS%GOBP%GO:0042776	PROTON MOTIVE FORCE-DRIVEN MITOCHONDRIAL ATP SYNTHESIS%GOBP%GO:0042776		33	-0.6830007	-1.8825214	0.0	0.0015917211	0.249	1446	tags=48%, list=18%, signal=59%	
LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443	LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443		71	-0.57609725	-1.8778006	0.0	0.0017054317	0.263	1597	tags=41%, list=19%, signal=50%	
REGULATION OF RAS BY GAPS%REACTOME DATABASE ID RELEASE 81%5658442	REGULATION OF RAS BY GAPS%REACTOME DATABASE ID RELEASE 81%5658442		51	-0.6048327	-1.8768418	0.0	0.0017323027	0.268	1422	tags=53%, list=17%, signal=64%	
AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-1428517.4	AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-1428517.4		131	-0.5301526	-1.8759229	0.0	0.0017538546	0.274	1503	tags=37%, list=18%, signal=44%	
MITOCHONDRIAL COMPLEX I ASSEMBLY MODEL OXPHOS SYSTEM%WIKIPATHWAYS_20240310%WP4324%HOMO SAPIENS	MITOCHONDRIAL COMPLEX I ASSEMBLY MODEL OXPHOS SYSTEM%WIKIPATHWAYS_20240310%WP4324%HOMO SAPIENS		35	-0.66233987	-1.875799	0.0	0.0017537815	0.276	2422	tags=63%, list=30%, signal=89%	
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS WITH BULGED ADENOSINE AS NUCLEOPHILE%GOBP%GO:0000377	RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS WITH BULGED ADENOSINE AS NUCLEOPHILE%GOBP%GO:0000377		191	-0.501847	-1.8715514	0.0	0.0018423378	0.288	1569	tags=41%, list=19%, signal=49%	
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS%GOBP%GO:0000375	RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS%GOBP%GO:0000375		195	-0.49891713	-1.8678776	0.0	0.0019192807	0.302	1569	tags=41%, list=19%, signal=49%	
ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250		81	-0.5590969	-1.8655723	0.0	0.0020108782	0.314	1597	tags=43%, list=19%, signal=53%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION		135	-0.5205969	-1.8640723	0.0	0.002066036	0.325	1923	tags=41%, list=23%, signal=52%	
RNA SPLICING%GOBP%GO:0008380	RNA SPLICING%GOBP%GO:0008380		221	-0.49147856	-1.8637795	0.0	0.002069513	0.327	1833	tags=43%, list=22%, signal=54%	
TCR SIGNALING%REACTOME DATABASE ID RELEASE 81%202403	TCR SIGNALING%REACTOME DATABASE ID RELEASE 81%202403		98	-0.54935575	-1.863723	0.0	0.0020628665	0.328	1202	tags=40%, list=15%, signal=46%	
DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME%R-HSA-5678895.5	DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME%R-HSA-5678895.5		50	-0.6215781	-1.857672	0.0	0.0022688082	0.357	1422	tags=56%, list=17%, signal=67%	
MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000398	MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000398		191	-0.501847	-1.8574475	0.0	0.0022610743	0.358	1569	tags=41%, list=19%, signal=49%	
RNA METHYLATION%GOBP%GO:0001510	RNA METHYLATION%GOBP%GO:0001510		54	-0.6032652	-1.8567405	0.0	0.002288446	0.363	2378	tags=63%, list=29%, signal=88%	
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 81%5685942	HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 81%5685942		44	-0.6267973	-1.8565596	0.0	0.0022757326	0.363	2274	tags=50%, list=28%, signal=69%	
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I ASSEMBLY%GOBP%GO:0032981	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I ASSEMBLY%GOBP%GO:0032981		44	-0.6342207	-1.8558449	0.0	0.002317326	0.371	1448	tags=48%, list=18%, signal=58%	
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.4	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.4		41	-0.63757807	-1.851844	0.0028328612	0.0024624441	0.387	1422	tags=56%, list=17%, signal=68%	
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	B CELL MEDIATED IMMUNITY%GOBP%GO:0019724		33	-0.6591384	-1.8470497	0.0026737968	0.0026690043	0.418	1558	tags=52%, list=19%, signal=63%	
PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986	PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986		34	-0.6558175	-1.8429523	0.0	0.0028914874	0.445	1446	tags=47%, list=18%, signal=57%	
TRANSLATIONAL INITIATION%GOBP%GO:0006413	TRANSLATIONAL INITIATION%GOBP%GO:0006413		50	-0.61420417	-1.8422054	0.0	0.0029142806	0.45	612	tags=38%, list=7%, signal=41%	
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449		58	-0.59395957	-1.840111	0.0	0.0030378038	0.46	1597	tags=45%, list=19%, signal=55%	
SEPARATION OF SISTER CHROMATIDS%REACTOME DATABASE ID RELEASE 81%2467813	SEPARATION OF SISTER CHROMATIDS%REACTOME DATABASE ID RELEASE 81%2467813		131	-0.51604754	-1.8397115	0.0	0.003040799	0.463	1429	tags=31%, list=17%, signal=37%	
IKK COMPLEX RECRUITMENT MEDIATED BY RIP1%REACTOME DATABASE ID RELEASE 81%937041	IKK COMPLEX RECRUITMENT MEDIATED BY RIP1%REACTOME DATABASE ID RELEASE 81%937041		16	-0.770009	-1.8380468	0.0	0.0031480312	0.475	1172	tags=44%, list=14%, signal=51%	
FORMATION OF INCISION COMPLEX IN GG-NER%REACTOME%R-HSA-5696395.2	FORMATION OF INCISION COMPLEX IN GG-NER%REACTOME%R-HSA-5696395.2		38	-0.6332912	-1.8332545	0.0	0.0034247185	0.505	1457	tags=37%, list=18%, signal=45%	
ANTIBACTERIAL HUMORAL RESPONSE%GOBP%GO:0019731	ANTIBACTERIAL HUMORAL RESPONSE%GOBP%GO:0019731		16	-0.77452445	-1.8318362	0.0	0.0035198429	0.518	672	tags=50%, list=8%, signal=54%	
MRNA PROCESSING%GOBP%GO:0006397	MRNA PROCESSING%GOBP%GO:0006397		228	-0.4827104	-1.82643	0.0	0.0038480326	0.551	1569	tags=39%, list=19%, signal=47%	
NON-CODING RNA METABOLISM%REACTOME DATABASE ID RELEASE 81%194441	NON-CODING RNA METABOLISM%REACTOME DATABASE ID RELEASE 81%194441		42	-0.6275191	-1.8201227	0.0	0.0041766153	0.588	2264	tags=62%, list=28%, signal=85%	
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798	POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798		17	-0.7702924	-1.8182807	0.0	0.004303592	0.6	339	tags=47%, list=4%, signal=49%	
GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG-NER%REACTOME DATABASE ID RELEASE 81%5696397	GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG-NER%REACTOME DATABASE ID RELEASE 81%5696397		22	-0.7125851	-1.8146596	0.0025252525	0.0045443755	0.618	1457	tags=45%, list=18%, signal=55%	
NATURAL KILLER CELL ACTIVATION%GOBP%GO:0030101	NATURAL KILLER CELL ACTIVATION%GOBP%GO:0030101		20	-0.7266064	-1.8120482	0.0023584906	0.004714024	0.638	1148	tags=45%, list=14%, signal=52%	
MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396	MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396		15	-0.77160245	-1.8112547	0.0025	0.0047539	0.644	1106	tags=73%, list=14%, signal=85%	
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 81%1236975	ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 81%1236975		80	-0.54678565	-1.8045504	0.0	0.005206971	0.679	1422	tags=41%, list=17%, signal=49%	
